PMID	Title	Source	PubDate
35961117	Adhesive polyethylene glycol-based hydrogel patch for tissue repair.	Colloids Surf B Biointerfaces	2022 Oct
35956650	Bilayer Hydrogels for Wound Dressing and Tissue Engineering.	Polymers (Basel)	2022 Aug 1
35955816	Phloroglucinol Derivative Carbomer Hydrogel Accelerates MRSA-Infected Wounds' Healing.	Int J Mol Sci	2022 Aug 4
35952800	Fibrous Clays in Dermopharmaceutical and Cosmetic Applications: Traditional and Emerging Perspectives.	Int J Pharm	2022 Sep 25
35944219	Extended Release of Bupivacaine from Temperature-responsive Hydrogels Provides Multi-day Analgesia for Postoperative Pain.	Pain Med	2023 Feb 1
35942893	LC-MS/MS metabolomics profiling of Glechoma hederacea L. methanolic extract; in vitro antimicrobial and in vivo with in silico wound healing studies on Staphylococcus aureus infected rat skin wound.	Nat Prod Res	2023 May
35941707	Human adipose-derived mesenchymal stem cells-derived exosomes encapsulated in pluronic F127 hydrogel promote wound healing and regeneration.	Stem Cell Res Ther	2022 Aug 8
35935762	Deciphering the focuses and trends in skin regeneration research through bibliometric analyses.	Front Med (Lausanne)	2022
35935050	Polymeric Hydrogel Scaffolds: Skin Tissue Engineering and Regeneration.	Adv Pharm Bull	2022 May
35931396	Starch-based sustainable hydrogel loaded with Crocus sativus petals extract: A new product for wound care.	Int J Pharm	2022 Sep 25
35930984	Self-healing/pH-responsive/inherently antibacterial polysaccharide-based hydrogel for a photothermal strengthened wound dressing.	Colloids Surf B Biointerfaces	2022 Oct
35929335	Adaptive injectable carboxymethyl cellulose/poly (γ-glutamic acid) hydrogels promote wound healing.	Biomater Adv	2022 May
35929329	Rapid fabrication of bionic pyrogallol-based self-adhesive hydrogel with mechanically tunable, self-healing, antibacterial, wound healing, and hemostatic properties.	Biomater Adv	2022 May
35929312	In-situ formable dextran/chitosan-based hydrogels functionalized with collagen and EGF for diabetic wounds healing.	Biomater Adv	2022 May
35929299	Light-triggered on-site rapid formation of antibacterial hydrogel dressings for accelerated healing of infected wounds.	Biomater Adv	2022 May
35929212	Cell-based dressings: A journey through chronic wound management.	Biomater Adv	2022 Apr
35929210	Bioactive anti-inflammatory antibacterial metformin-contained hydrogel dressing accelerating wound healing.	Biomater Adv	2022 Apr
35926673	Development of responsive chitosan-based hydrogels for the treatment of pathogen-induced skin infections.	Int J Biol Macromol	2022 Oct 31
35925753	Donor Age and Time in Culture Affect Dermal Fibroblast Contraction in an In Vitro Hydrogel Model.	Tissue Eng Part A	2022 Oct
35924330	An injectable thermosensitive hydrogel with a self-assembled peptide coupled with an antimicrobial peptide for enhanced wound healing.	J Mater Chem B	2022 Aug 17
35920389	A NIR-II light-modulated injectable self-healing hydrogel for synergistic photothermal/chemodynamic/chemo-therapy of melanoma and wound healing promotion.	J Mater Chem B	2022 Oct 5
35915285	Mechanically Enhanced Salmo salar Gelatin by Enzymatic Cross-linking: Premise of a Bioinspired Material for Food Packaging, Cosmetics, and Biomedical Applications.	Mar Biotechnol (NY)	2022 Aug
35913253	A rapid-triggered approach towards antibacterial hydrogel wound dressing with synergic photothermal and sterilization profiles.	Biomater Adv	2022 Jul
35912616	Cellulose-Based Cryogel Microspheres with Nanoporous and Controllable Wrinkled Morphologies for Rapid Hemostasis.	Nano Lett	2022 Aug 10
35901573	Pressure-sensitive antibacterial hydrogel dressing for wound monitoring in bed ridden patients.	J Colloid Interface Sci	2022 Dec
35899941	SDF-1 Functionalized Hydrogel Microcarriers for Skin Flap Repair.	ACS Biomater Sci Eng	2022 Aug 8
35899412	[Effects of in situ cross-linked graphene oxide-containing gelatin methacrylate anhydride hydrogel on wound vascularization of full-thickness skin defect in mice].	Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi	2022 Jul 20
35894134	A starch-regulated adhesive hydrogel dressing with controllable separation properties for painless dressing change.	J Mater Chem B	2022 Aug 10
35891599	Protease-responsive hydrogel, cross-linked with bioactive curcumin-derived carbon dots, encourage faster wound closure.	Biomater Adv	2022 Aug
35888184	Novel Nanoconjugate of Apamin and Ceftriaxone for Management of Diabetic Wounds.	Life (Basel)	2022 Jul 21
35882141	Self-healing, antibacterial and anti-inflammatory chitosan-PEG hydrogels for ulcerated skin wound healing and drug delivery.	Biomater Adv	2022 Aug
35882139	Skin-inspired injectable adhesive gelatin/HA biocomposite hydrogel for hemostasis and full-thickness dermal wound healing.	Biomater Adv	2022 Aug
35882126	Viscoelastic properties of plasma-agarose hydrogels dictate favorable fibroblast responses for skin tissue engineering applications.	Biomater Adv	2022 Aug
35881427	Diabetic foot ulcer: treatment challenges.	Wounds	2022 Jun
35879746	Construction of antibacterial nano-silver embedded bioactive hydrogel to repair infectious skin defects.	Biomater Res	2022 Jul 25
35877522	Chiral Supramolecular Hydrogel Loaded with Dimethyloxalyglycine to Accelerate Chronic Diabetic Wound Healing by Promoting Cell Proliferation and Angiogenesis.	Gels	2022 Jul 13
35876402	Recent Advances in the Development and Antimicrobial Applications of Metal-Phenolic Networks.	Adv Sci (Weinh)	2022 Sep
35872313	Tunicate inspired gelatin-based tough hydrogel wound dressing containing twisted phthalazinone with adhesive, self-healing and antibacterial properties.	Int J Biol Macromol	2022 Oct 1
35870995	Regenerative repair of full thickness skin wound assisted by dual crosslinking percolative gel casting maneuvered alginate hydrogel embedded with honey ghee blend resembles standard cutaneous properties.	J Tissue Viability	2022 Nov
35868791	Mechanically strong and on-demand dissoluble chitosan hydrogels for wound dressing applications.	Carbohydr Polym	2022 Oct 15
35868773	Shear-thinning and self-healing chitosan-graphene oxide hydrogel for hemostasis and wound healing.	Carbohydr Polym	2022 Oct 15
35866647	Advanced Multifunctional Wound Dressing Hydrogels as Drug Carriers.	Macromol Biosci	2022 Dec
35866029	Poloxamer 407 and Hyaluronic Acid Thermosensitive Hydrogel-Encapsulated Ginsenoside Rg3 to Promote Skin Wound Healing.	Front Bioeng Biotechnol	2022
35858303	Fast, strong, and reversible adhesives with dynamic covalent bonds for potential use in wound dressing.	Proc Natl Acad Sci U S A	2022 Jul 19
35857973	Injectable Self-Healing Adhesive Chitosan Hydrogel with Antioxidative, Antibacterial, and Hemostatic Activities for Rapid Hemostasis and Skin Wound Healing.	ACS Appl Mater Interfaces	2022 Aug 3
35857459	ECM-mimetic immunomodulatory hydrogel for methicillin-resistant Staphylococcus aureus-infected chronic skin wound healing.	Sci Adv	2022 Jul 8
35849219	A hybrid hydrogel encapsulating human umbilical cord mesenchymal stem cells enhances diabetic wound healing.	J Mater Sci Mater Med	2022 Jul 18
35848721	Self-Healing Hyaluronic Acid Nanocomposite Hydrogels with Platelet-Rich Plasma Impregnated for Skin Regeneration.	ACS Nano	2022 Jul 26
35846995	Assessment of the Anti-Inflammatory, Antibacterial and Anti-Aging Properties and Possible Use on the Skin of Hydrogels Containing Epilobium angustifolium L. Extracts.	Front Pharmacol	2022
35846848	A novel sprayable thermosensitive hydrogel coupled with zinc modified metformin promotes the healing of skin wound.	Bioact Mater	2023 Feb
35846480	Novel antibacterial hydrogels based on gelatin/polyvinyl-alcohol and graphene oxide/silver nanoconjugates: formulation, characterization, and preliminary biocompatibility evaluation.	Heliyon	2022 Mar
35844972	Erratum: Self-Assembled Nano-Peptide Hydrogels with Human Umbilical Cord Mesenchymal Stem Cell Spheroids Accelerate Diabetic Skin Wound Healing by Inhibiting Inflammation and Promoting Angiogenesis [Corrigendum].	Int J Nanomedicine	2022
35841880	Polyurethane based hybrid ciprofloxacin-releasing wound dressings designed for skin engineering purpose.	Adv Med Sci	2022 Sep
35840538	Multiple Coordination-Derived Bioactive Hydrogel with Proangiogenic Hemostatic Capacity for Wound Repair.	Adv Healthc Mater	2022 Sep
35834997	A photocrosslinking antibacterial decellularized matrix hydrogel with nanofiber for cutaneous wound healing.	Colloids Surf B Biointerfaces	2022 Sep
35832407	Dual-Action Icariin-Containing Thermosensitive Hydrogel for Wound Macrophage Polarization and Hair-Follicle Neogenesis.	Front Bioeng Biotechnol	2022
35832089	Erratum: Bioactive antibacterial silica-based nanocomposites hydrogel scaffolds with high angiogenesis for promoting diabetic wound healing and skin repair: Erratum.	Theranostics	2022
35820172	Wet Electrospun Nanofibers-Fortified Gelatin/Alginate-Based Nanocomposite as a Single-Dose Biomimicking Skin Substitute.	ACS Appl Bio Mater	2022 Aug 15
35819200	A dynamic nano-coordination protein hydrogel for photothermal treatment and repair of infected skin injury.	J Mater Chem B	2022 Oct 19
35819152	Advances in hydrogels for stem cell therapy: regulation mechanisms and tissue engineering applications.	J Mater Chem B	2022 Jul 27
35817589	Dually-Thermoresponsive Hydrogel with Shape Adaptability and Synergetic Bacterial Elimination in the Full Course of Wound Healing.	Adv Healthc Mater	2022 Sep
35817237	Calcium alginate/PNIPAAm hydrogel with body temperature response and great biocompatibility: Application as burn wound dressing.	Int J Biol Macromol	2022 Sep 1
35816848	A pressure-resistant zwitterionic skin sensor for domestic real-time monitoring and pro-healing of pressure injury.	Biosens Bioelectron	2022 Oct 15
35813981	Accelerating the excisional wound closure by using the patterned microstructural nanofibrous mats/gentamicin-loaded hydrogel composite scaffold.	Mater Today Bio	2022 Dec
35810849	A poloxamer/hyaluronic acid/chitosan-based thermosensitive hydrogel that releases dihydromyricetin to promote wound healing.	Int J Biol Macromol	2022 Sep 1
35809676	Recent advances on biomedical applications of pectin-containing biomaterials.	Int J Biol Macromol	2022 Sep 30
35799896	Functionalizing multi-component bioink with platelet-rich plasma for customized in-situ bilayer bioprinting for wound healing.	Mater Today Bio	2022 Dec
35798428	Injectable oxidized alginate/carboxylmethyl chitosan hydrogels functionalized with nanoparticles for wound repair.	Carbohydr Polym	2022 Oct 1
35794620	A cellulose nanofibril-reinforced hydrogel with robust mechanical, self-healing, pH-responsive and antibacterial characteristics for wound dressing applications.	J Nanobiotechnology	2022 Jul 6
35793544	Clove Oil-Incorporated Antibacterial Gelatin-Chitosan Cryogels for Tissue Engineering: An In Vitro Study.	ACS Biomater Sci Eng	2022 Aug 8
35792100	Antioxidant Thermogelling Formulation for Burn Wound Healing.	Chem Asian J	2022 Aug 15
35786501	Skin substitutes comprised of recombinant human collagen hydrogel promote full-thickness skin defect reconstruction.	Burns	2022 Sep
35785040	Development of gelatin hydrogel nonwoven fabrics (Genocel®) as a novel skin substitute in murine skin defects.	Regen Ther	2022 Dec
35784748	Chitosan/Sodium Alginate/Velvet Antler Blood Peptides Hydrogel Promoted Wound Healing by Regulating PI3K/AKT/mTOR and SIRT1/NF-κB Pathways.	Front Pharmacol	2022
35782328	Antibacterial biomaterials for skin wound dressing.	Asian J Pharm Sci	2022 May
35767822	Piezoelectric Hydrogel for Prophylaxis and Early Treatment of Pressure Injuries/Pressure Ulcers.	ACS Biomater Sci Eng	2022 Jul 11
35764963	MiR-21 regulating PVT1/PTEN/IL-17 axis towards the treatment of infectious diabetic wound healing by modified GO-derived biomaterial in mouse models.	J Nanobiotechnology	2022 Jun 28
35758924	Planar-/Curvilinear-Bioprinted Tri-Cell-Laden Hydrogel for Healing Irregular Chronic Wounds.	Adv Healthc Mater	2022 Aug
35745879	Chitosans and Nanochitosans: Recent Advances in Skin Protection, Regeneration, and Repair.	Pharmaceutics	2022 Jun 20
35740962	Multi-Scale Analysis of the Composition, Structure, and Function of Decellularized Extracellular Matrix for Human Skin and Wound Healing Models.	Biomolecules	2022 Jun 16
35736204	Preparation of Ion(2+)-COS/SA Multifunctional Gel Films for Skin Wound Healing by an In Situ Spray Method.	Mar Drugs	2022 Jun 18
35735728	Formulation Development and Ex-Vivo Permeability of Curcumin Hydrogels under the Influence of Natural Chemical Enhancers.	Gels	2022 Jun 16
35735683	Dual-Responsive Photonic Crystal Sensors Based on Physical Crossing-Linking SF-PNIPAM Dual-Crosslinked Hydrogel.	Gels	2022 May 30
35731847	Zn(2+) Cross-Linked Alginate Carrying Hollow Silica Nanoparticles Loaded with RL-QN15 Peptides Provides Promising Treatment for Chronic Skin Wounds.	ACS Appl Mater Interfaces	2022 Jul 6
35725178	Carboxymethyl chitosan and carboxymethyl cellulose based self-healing hydrogel for accelerating diabetic wound healing.	Carbohydr Polym	2022 Sep 15
35721271	Riclin-Capped Silver Nanoparticles as an Antibacterial and Anti-Inflammatory Wound Dressing.	Int J Nanomedicine	2022
35717249	An IFI6-based hydrogel promotes the healing of radiation-induced skin injury through regulation of the HSF1 activity.	J Nanobiotechnology	2022 Jun 18
35709939	Derma-like antibacterial polysaccharide gel dressings for wound care.	Acta Biomater	2022 Aug
35695023	Polymeric biomaterials for wound healing applications: a comprehensive review.	J Biomater Sci Polym Ed	2022 Oct
35688112	Promoting the healing of infected diabetic wound by an anti-bacterial and nano-enzyme-containing hydrogel with inflammation-suppressing, ROS-scavenging, oxygen and nitric oxide-generating properties.	Biomaterials	2022 Jul
35682968	Preparation of Recombinant Human Collagen III Protein Hydrogels with Sustained Release of Extracellular Vesicles for Skin Wound Healing.	Int J Mol Sci	2022 Jun 3
35669327	Bioprinted Gelatin-Recombinant Type III Collagen Hydrogel Promotes Wound Healing.	Int J Bioprint	2022
35669002	Self-Assembled Nano-Peptide Hydrogels with Human Umbilical Cord Mesenchymal Stem Cell Spheroids Accelerate Diabetic Skin Wound Healing by Inhibiting Inflammation and Promoting Angiogenesis.	Int J Nanomedicine	2022
35665231	In-situ formed elastin-based hydrogels enhance wound healing via promoting innate immune cells recruitment and angiogenesis.	Mater Today Bio	2022 Jun
35657075	A Dual-Bioinspired Tissue Adhesive Based on Peptide Dendrimer with Fast and Strong Wet Adhesion.	Adv Healthc Mater	2022 Aug
35652496	Dynamically Responsive Scaffolds from Microfluidic 3D Printing for Skin Flap Regeneration.	Adv Sci (Weinh)	2022 Aug
35649507	Hyaluronic acid-based glucose-responsive antioxidant hydrogel platform for enhanced diabetic wound repair.	Acta Biomater	2022 Jul 15
35645038	Application of adipose mesenchymal stem cell-derived exosomes-loaded β-chitin nanofiber hydrogel for wound healing.	Folia Histochem Cytobiol	2022
35642489	Thioctamer: a novel thioctic acid-glatiramer acetate nanoconjugate expedites wound healing in diabetic rats.	Drug Deliv	2022 Dec
35640236	Flexible, high-strength and multifunctional polyvinyl alcohol/MXene/polyaniline hydrogel enhancing skin wound healing.	Biomater Sci	2022 Jun 28
35631834	pH-Responsive PVA/BC-f-GO Dressing Materials for Burn and Chronic Wound Healing with Curcumin Release Kinetics.	Polymers (Basel)	2022 May 11
35631658	Advancements in Skin Delivery of Natural Bioactive Products for Wound Management: A Brief Review of Two Decades.	Pharmaceutics	2022 May 17
35631614	Tissue Adhesive, Self-Healing, Biocompatible, Hemostasis, and Antibacterial Properties of Fungal-Derived Carboxymethyl Chitosan-Polydopamine Hydrogels.	Pharmaceutics	2022 May 10
35623458	Bioactivity of star-shaped polycaprolactone/chitosan composite hydrogels for biomaterials.	Int J Biol Macromol	2022 Jul 1
35611318	Challenges and innovations in treating chronic and acute wound infections: from basic science to clinical practice.	Burns Trauma	2022
35608275	Interpenetrating Polymer Network Hydrogels Formed Using Antibiotics as a Dynamic Crosslinker for Treatment of Infected Wounds.	Adv Healthc Mater	2022 Aug
35608252	Polyphenol derived bioactive carbon quantum dot-incorporated multifunctional hydrogels as an oxidative stress attenuator for antiaging and in vivo wound-healing applications.	Biomater Sci	2022 Jun 28
35605686	Preparation and Evaluation of Hydrogel Film Containing Tramadol for Reduction of Peripheral Neuropathic Pain.	J Pharm Sci	2023 Jan
35602101	Fibroblasts in Scar Formation: Biology and Clinical Translation.	Oxid Med Cell Longev	2022
35600974	Chitosan@Puerarin hydrogel for accelerated wound healing in diabetic subjects by miR-29ab1 mediated inflammatory axis suppression.	Bioact Mater	2023 Jan
35599229	Smart Polycationic Hydrogel Dressing for Dynamic Wound Healing.	Small	2022 Jun
35598231	An Updated Account on Formulations and Strategies for the Treatment of Burn Infection - A Review.	Curr Pharm Des	2022
35593179	An injectable and self-healing hydrogel with antibacterial and angiogenic properties for diabetic wound healing.	Biomater Sci	2022 Jun 28
35592139	Electrospinning of antibacterial and anti-inflammatory Ag@hesperidin core-shell nanoparticles into nanofibers used for promoting infected wound healing.	Regen Biomater	2022
35586556	Applications of Chitosan and its Derivatives in Skin and Soft Tissue Diseases.	Front Bioeng Biotechnol	2022
35583223	Limited Efficacy of Adipose Stromal Cell Secretome-Loaded Skin-Derived Hydrogels to Augment Skin Flap Regeneration in Rats.	Stem Cells Dev	2022 Oct
35583113	An injectable double network hydrogel with hemostasis and antibacterial activity for promoting multidrug-resistant bacteria infected wound healing.	Biomater Sci	2022 Jun 14
35581079	Polysucrose hydrogel and nanofiber scaffolds for skin tissue regeneration: Architecture and cell response.	Mater Sci Eng C Mater Biol Appl	2022 Apr
35580827	VH298-loaded extracellular vesicles released from gelatin methacryloyl hydrogel facilitate diabetic wound healing by HIF-1α-mediated enhancement of angiogenesis.	Acta Biomater	2022 Jul 15
35578874	Honey-based Silver Sulfadiazine Microsponge-Loaded Hydrogel: In vitro and In vivo Evaluation for Burn Wound Healing.	Curr Drug Deliv	2023
35578815	A hydrogel based on nanocellulose/polydopamine/gelatin used for the treatment of MRSA infected wounds with broad-spectrum antibacterial and antioxidant properties and tissue suitability.	Biomater Sci	2022 Jun 14
35575243	Advances in modified hyaluronic acid-based hydrogels for skin wound healing.	Biomater Sci	2022 Jun 28
35573248	Multifunctional Arabinoxylan-functionalized-Graphene Oxide Based Composite Hydrogel for Skin Tissue Engineering.	Front Bioeng Biotechnol	2022
35566885	Preparation and Characterization of Polysaccharide-Based Hydrogels for Cutaneous Wound Healing.	Polymers (Basel)	2022 Apr 22
35563225	Polymerizable Skin Hydrogel for Full Thickness Wound Healing.	Int J Mol Sci	2022 Apr 27
35557856	Antibacterial Cellulose Nanocrystal-Incorporated Hydrogels With Satisfactory Vascularization for Enhancing Skin Regeneration.	Front Bioeng Biotechnol	2022
35549213	Infant Skin Friendly Adhesive Hydrogel Patch Activated at Body Temperature for Bioelectronics Securing and Diabetic Wound Healing.	ACS Nano	2022 Jun 28
35537701	Injectable Dual-Dynamic-Bond Cross-Linked Hydrogel for Highly Efficient Infected Diabetic Wound Healing.	Adv Healthc Mater	2022 Jul
35527157	Injectable gelatin/oxidized dextran hydrogel loaded with apocynin for skin tissue regeneration.	Biomater Adv	2022 Feb
35527148	Preparation of pro-angiogenic, antibacterial and EGCG-modified ZnO quantum dots for treating bacterial infected wound of diabetic rats.	Biomater Adv	2022 Feb
35526760	ZnO nanoparticle-embedded modified silk fibroin-tannin multifunctional hydrogel.	Int J Biol Macromol	2022 Jun 15
35525747	A tough synthetic hydrogel with excellent post-loading of drugs for promoting the healing of infected wounds in vivo.	Biomater Adv	2022 Mar
35525738	An injectable adhesive antibacterial hydrogel wound dressing for infected skin wounds.	Biomater Adv	2022 Mar
35524777	Antibacterial peptide NZ2114-loaded hydrogel accelerates Staphylococcus aureus-infected wound healing.	Appl Microbiol Biotechnol	2022 May
35523648	A cannabidiol-containing alginate based hydrogel as novel multifunctional wound dressing for promoting wound healing.	Biomater Adv	2022 Mar
35511745	Chemical-Empowered Human Adipose-Derived Stem Cells with Lower Immunogenicity and Enhanced Pro-angiogenic Ability Promote Fast Tissue Regeneration.	Stem Cells Transl Med	2022 May 27
35504039	Green Polymer Nanocomposites for Skin Tissue Engineering.	ACS Appl Bio Mater	2022 May 16
35493577	Design, preparation, and characterization of CS/PVA/SA hydrogels modified with mesoporous Ag(2)O/SiO(2) and curcumin nanoparticles for green, biocompatible, and antibacterial biopolymer film.	RSC Adv	2021 Oct 4
35491505	Mechanical Force Induced Self-Assembly of Chinese Herbal Hydrogel with Synergistic Effects of Antibacterial Activity and Immune Regulation for Wound Healing.	Small	2022 May
35490207	Fabrication of SA/Gel/C scaffold with 3D bioprinting to generate micro-nano porosity structure for skin wound healing: a detailed animal in vivo study.	Cell Regen	2022 May 1
35485772	EGCG-crosslinked carboxymethyl chitosan-based hydrogels with inherent desired functions for full-thickness skin wound healing.	J Mater Chem B	2022 May 25
35485376	Tannic acid-reinforced zwitterionic hydrogels with multi-functionalities for diabetic wound treatment.	J Mater Chem B	2022 Jun 8
35485266	Leveraging the advancements in functional biomaterials and scaffold fabrication technologies for chronic wound healing applications.	Mater Horiz	2022 Jul 4
35483628	Antibacterial adhesive self-healing hydrogels to promote diabetic wound healing.	Acta Biomater	2022 Jul 1
35478571	Physically crosslinked PVA/graphene-based materials/aloe vera hydrogel with antibacterial activity.	RSC Adv	2021 Aug 23
35473604	PDGF-BB-derived supramolecular hydrogel for promoting skin wound healing.	J Nanobiotechnology	2022 Apr 26
35472125	Recent Development of Conductive Hydrogels for Tissue Engineering: Review and Perspective.	Macromol Biosci	2022 Aug
35471815	Injectable and Self-Healing Probiotics-Loaded Hydrogel for Promoting Superbacteria-Infected Wound Healing.	ACS Appl Mater Interfaces	2022 May 11
35469255	Injectable multifunctional CMC/HA-DA hydrogel for repairing skin injury.	Mater Today Bio	2022 Mar
35466227	Catalyst-Free Click Chemistry for Engineering Chondroitin Sulfate-Multiarmed PEG Hydrogels for Skin Tissue Engineering.	J Funct Biomater	2022 Apr 18
35460194	Mussel Inspired Trigger-Detachable Adhesive Hydrogel.	Small	2022 May
35453566	Dual-Layered Approach of Ovine Collagen-Gelatin/Cellulose Hybrid Biomatrix Containing Graphene Oxide-Silver Nanoparticles for Cutaneous Wound Healing: Fabrication, Physicochemical, Cytotoxicity and Antibacterial Characterisation.	Biomedicines	2022 Mar 31
35450620	Thiolated hyaluronic acid/silk fibroin dual-network hydrogel incorporated with bioglass nanoparticles for wound healing.	Carbohydr Polym	2022 Jul 15
35449829	Injectable self-healing ceria-based nanocomposite hydrogel with ROS-scavenging activity for skin wound repair.	Regen Biomater	2022
35443238	MSC-derived sEV-loaded hyaluronan hydrogel promotes scarless skin healing by immunomodulation in a large skin wound model.	Biomed Mater	2022 Apr 29
35438690	Photothermal-enhanced antibacterial and antioxidant hydrogel dressings based on catechol-modified chitosan-derived carbonized polymer dots for effective treatment of wound infections.	Biomater Sci	2022 May 17
35433645	Adaptive Gelatin Microspheres Enhanced Stem Cell Delivery and Integration With Diabetic Wounds to Activate Skin Tissue Regeneration.	Front Bioeng Biotechnol	2022
35426232	Supramolecular Thermo-Contracting Adhesive Hydrogel with Self-Removability Simultaneously Enhancing Noninvasive Wound Closure and MRSA-Infected Wound Healing.	Adv Healthc Mater	2022 Jul
35422209	Biocompatible Nanomaterials for Burns.	Curr Pharm Biotechnol	2022
35417797	pH-responsive silica nanoparticles for the treatment of skin wound infections.	Acta Biomater	2022 Jun
35417132	Ternary Complex Coacervate of PEG/TA/Gelatin as Reinforced Bioadhesive for Skin Wound Repair.	ACS Appl Mater Interfaces	2022 Apr 27
35416225	Responsive hydrogel-based microneedle dressing for diabetic wound healing.	J Mater Chem B	2022 May 11
35415296	A facile and general method for synthesis of antibiotic-free protein-based hydrogel: Wound dressing for the eradication of drug-resistant bacteria and biofilms.	Bioact Mater	2022 Dec
35415294	A novel bioactive polyurethane with controlled degradation and L-Arg release used as strong adhesive tissue patch for hemostasis and promoting wound healing.	Bioact Mater	2022 Nov
35415283	An NIR photothermal-responsive hybrid hydrogel for enhanced wound healing.	Bioact Mater	2022 Oct
35400208	In situ forming hydrogel recombination with tissue adhesion and antibacterial property for tissue adhesive.	J Biomater Appl	2022 Jul
35394280	pH-Switchable Antimicrobial Supramolecular Hydrogels for Synergistically Eliminating Biofilm and Promoting Wound Healing.	ACS Appl Mater Interfaces	2022 Apr 27
35390401	Histatin-1 loaded multifunctional, adhesive and conductive biomolecular hydrogel to treat diabetic wound.	Int J Biol Macromol	2022 Jun 1
35388605	Progress in Hydrogels for Skin Wound Repair.	Macromol Biosci	2022 Jul
35386451	Bio-inspired, bio-degradable adenosine 5'-diphosphate-modified hyaluronic acid coordinated hydrophobic undecanal-modified chitosan for hemostasis and wound healing.	Bioact Mater	2022 Nov
35386439	Glucose and MMP-9 dual-responsive hydrogel with temperature sensitive self-adaptive shape and controlled drug release accelerates diabetic wound healing.	Bioact Mater	2022 Nov
35386343	A Mg(2+)/polydopamine composite hydrogel for the acceleration of infected wound healing.	Bioact Mater	2022 Sep
35386341	Bioinspired Andrias davidianus-Derived wound dressings for localized drug-elution.	Bioact Mater	2022 Sep
35386328	Advances in spray products for skin regeneration.	Bioact Mater	2022 Oct
35380771	Shape-Recoverable Hyaluronic Acid-Waterborne Polyurethane Hybrid Cryogel Accelerates Hemostasis and Wound Healing.	ACS Appl Mater Interfaces	2022 Apr 20
35364198	Multifunctional chitosan/silver/tannic acid cryogels for hemostasis and wound healing.	Int J Biol Macromol	2022 May 31
35361497	A novel recombinant human collagen hydrogel as minced split-thickness skin graft overlay to promote full-thickness skin defect reconstruction.	Burns	2023 Feb
35358577	Allantoin-functionalized silk fibroin/sodium alginate transparent scaffold for cutaneous wound healing.	Int J Biol Macromol	2022 May 15
35356819	N-carboxymethyl chitosan/sodium alginate composite hydrogel loading plasmid DNA as a promising gene activated matrix for in-situ burn wound treatment.	Bioact Mater	2022 Sep
35349942	Development of tannin-bridged cerium oxide microcubes-chitosan cryogel as a multifunctional wound dressing.	Colloids Surf B Biointerfaces	2022 Jun
35335538	Spontaneous Gelation of Adhesive Catechol Modified Hyaluronic Acid and Chitosan.	Polymers (Basel)	2022 Mar 17
35335411	Bacterial Cellulose and Its Applications.	Polymers (Basel)	2022 Mar 8
35335165	Fabrication of Sulfated Heterosaccharide/Poly (Vinyl Alcohol) Hydrogel Nanocomposite for Application as Wound Healing Dressing.	Molecules	2022 Mar 10
35323584	The Contribution of Silk Fibroin in Biomedical Engineering.	Insects	2022 Mar 14
35322837	Antibacterial, wearable, transparent tannic acid-thioctic acid-phytic acid hydrogel for adhesive bandages.	Soft Matter	2022 Apr 6
35322745	Carboxymethyl chitosan-grafted polyvinylpyrrolidone-iodine microspheres for promoting the healing of chronic wounds.	Bioengineered	2022 Apr
35321022	Polysaccharide-Based Hydrogels for Wound Dressing: Design Considerations and Clinical Applications.	Front Bioeng Biotechnol	2022
35317347	Avian Egg: A Multifaceted Biomaterial for Tissue Engineering.	Ind Eng Chem Res	2021 Dec 8
35315392	Antimicrobial properties of a new polymeric material based on poly(2-hydroxyethyl methacrylate).	Acta Biomed	2022 Mar 14
35312269	Freeze-Thaw-Induced Physically Cross-linked Superabsorbent Polyvinyl Alcohol/Soy Protein Isolate Hydrogels for Skin Wound Dressing: In Vitro and In Vivo Characterization.	ACS Appl Mater Interfaces	2022 Mar 30
35311032	Improvement of Skin Wound Healing for Diabetic Mice with Thermosensitive Hydrogel Combined with Insulin Injection.	Int J Endocrinol	2022
35305648	GelMA/PEGDA microneedles patch loaded with HUVECs-derived exosomes and Tazarotene promote diabetic wound healing.	J Nanobiotechnology	2022 Mar 19
35304821	A Natural Hydrogel with Prohealing Properties Enhances Tendon Regeneration.	Small	2022 Sep
35301948	Synthesis and Evaluation of Polyethylene Glycol-4000-Co-Poly (AMPS) Based Hydrogel Membranes for Controlled Release of Mupirocin for Efficient Wound Healing.	Curr Drug Deliv	2022
35295646	Conductive Adhesive and Antibacterial Zwitterionic Hydrogel Dressing for Therapy of Full-Thickness Skin Wounds.	Front Bioeng Biotechnol	2022
35289348	Facile preparation of a thermosensitive and antibiofouling physically crosslinked hydrogel/powder for wound healing.	J Mater Chem B	2022 Mar 30
35288311	3D bioprinting of a gelatin-alginate hydrogel for tissue-engineered hair follicle regeneration.	Acta Biomater	2023 Jul 15
35287915	Functionalized chitosan/spherical nanocellulose-based hydrogel with superior antibacterial efficiency for wound healing.	Carbohydr Polym	2022 May 15
35287868	Multifunctional polysaccharide hydrogels for skin wound healing prepared by photoinitiator-free crosslinking.	Carbohydr Polym	2022 Jun 1
35287859	A hydrogen-bonded antibacterial curdlan-tannic acid hydrogel with an antioxidant and hemostatic function for wound healing.	Carbohydr Polym	2022 Jun 1
